Game,Desc,Price,Categories,Status
Suikoden Tierkreis,"Encompassing a variety of different characters while exploring many exotic locations and cultures across the game's universe of parallel worlds,  Suikoden: Tierkreis expands the bounds of the handheld RPG. Featuring the franchise's established gameplay while maximizing the technological capabilities of the DS to provide all-new online elements, this epic RPG consists of many cinematic experiences ","78,99 ","['Role-Playing', 'Console-style RPG', 'Japanese-Style']",In Stock
Disney's Extreme Skate Adventure,"Disney characters step out of the movies and onto skateboards in Disney's Extreme Skate Adventure. You can play as your favorite Disney and Pixar characters, such as Buzz Lightyear and Woody from Toy Story 2, Simba and Rafiki from The Lion King, and Young Tarzan and Terk from Tarzan. Now you can skate, pull off tricks, and solve puzzles in all the exciting places you've seen in the movies, includi","73,99 ","['Sports', 'Alternative', 'Skateboarding']",In Stock
Total War: Rome II,"Become the world’s first superpower and command the most incredible and vast war machine of the Ancient world. Dominate the enemies of your glorious empire by military, economic and political means. Your ascendency will yield admiration from your followers but will also attract greed and jealousy, even from your closest allies. Will betrayal strike you down, or will you be the first to turn on old","43,99 ","['Strategy', 'Real-Time', 'Historic', 'General']",In Stock
Solatorobo: Red the Hunter,"Set out on an adventure amid floating islands and witness a world brought to life by renowned designers and animators. Battle robot enemies, build your strength and undertake quests as you journey through the Shepherd Republic and meet fascinating characters. Take control of Red as hes drawn into an epic tale and becomes responsible for the fate of the world. Compete with friends who own Solatorob","85,99 ","['Role-Playing', 'Action RPG']",In Stock
Bone: The Great Cow Race,"It's Spring Fair time as The Great Cow Race begins - with games, goodies and challenges. Gran'Ma Ben is preparing to compete in the Great Cow Race (yes, she'll be running) and Phoney Bone hatches a devious plan to profit from the competition. Meanwhile dark forces are at work in the mountains.","69,99 ","['Adventure', '3D', 'Fantasy', 'Third-Person']",In Stock
Sniper Elite VR,"A brand new addition to Rebellion's multi-million selling Sniper Elite series. You will experience a powerful World War II story through the eyes of an Italian Partisan, rising with your brothers and sisters to protect your homeland from the fascist forces that threaten to destroy your homeland.","63,99 ","['Action', 'Shooter', 'Light Gun']",In Stock
Aion,"Aion is a massively multiplayer online RPG where players ascend to divinity and fight in an epic celestial war. Wielding divine powers and the capability for true flight, players must bring salvation to their people and restore balance to a vast, beautiful world shattered by cataclysm. [NCsoft]","66,99 ","['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",In Stock
Bloodroots,"In Bloodroots, the world is your weapon - improvise and adapt to an ever-changing ballet of ultraviolence, in a bloody revenge quest across the Weird West.","61,99 ","['Action', '""Beat-Em-Up""', '3D']",In Stock
Pirates of the Burning Sea,"Pirates of the Burning Sea is an MMORPG featuring high seas action and adventure in a bold world of pirates and plunder. Set against the backdrop of the New World of the 18th Century, players can choose one of three nations – England, France or Spain – or choose the role of a Pirate and battle it out for glory and power.","76,99 ","['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Historic']",In Stock
Tales of Phantasia,"For young swordsman Cress Albane, it wasn't a typical day out hunting in the nearby woods. He had no hint of the tragedy unfolding back home. Battle in real time: The Linear Motion Battle System puts the emphasis on action as you attack your enemies without the use of menus. New game events, dialogue sequences, and other features enhance the adventure. Crack open the Monster Dictionary to view the","80,99 ","['Role-Playing', 'Console-style RPG']",In Stock
Luckslinger,A hip-hop infused spaghetti western action platformer where luck affects the world around you.,"70,99 ","['Action', 'Platformer', '3D']",In Stock
Gradius Collection,"Gradius Collection is a compilation of five beloved games in the Gradius series available for the first time on the PSP system. Spanning more than 20 years, the five games Gradius, Gradius II, Gradius III, Gradius IV, and the long awaited Gradius Gaiden (never before released in the U.S.), deliver hours of classic 2D shooting action on the go. Taking advantage of the PSP system’s technology, The G","80,99 ","['Miscellaneous', 'Compilation']",In Stock
SoulCalibur II HD Online,"Developed by PROJECT SOUL, the elite development team at NAMCO BANDAI Studios Inc., SOULCALIBUR II HD Online reimagines the beloved title by adding online multiplayer support to the title as well as vibrant updated graphics to take advantage of modern high definition TVs.  For the first time ever, players will be able to square off against opponents from around the world with their favorite SOULCA","78,99 ","['Fighting', '3D', 'Action']",In Stock
Peggle Nights,"The sun has set at the Peggle Institute, but the bouncy delight has just begun! Join the Peggle Masters on a dreamtime adventure of alter egos and peg-tastic action. Stay up late to aim, shoot and clear orange pegs from over 60 levels, and bask in Extreme Fever glory. Then, take on 60 Challenges for even more rebounding joy. [PopCap Games]","76,99 ","['Miscellaneous', 'Puzzle', 'Action']",In Stock
Obduction,"Everyday life is gone. An organic artifact that fell from the sky inexplicably transports you across the universe. You're in a place called Hunrath, with pieces of earth scattered within an alien landscape. Nobody’s here - well... almost nobody. Explore, uncover, solve, decide. This is your story now.","76,99 ","['Adventure', '3D', 'First-Person']",In Stock
Ratchet & Clank: Into the Nexus,"Ratchet and Clank are back. PlayStation's beloved duo returns with an original single-player adventure, an epilogue to the acclaimed Ratchet and Clank Future Series (Ratchet and Clank Future: Tools of Destruction, Ratchet and Clank Future: A Crack in Time, Ratchet and Clank Future: Quest for Booty) that will remind fans why they fell in love with the Ratchet universe. Ratchet & Clank: Into the Nex","82,99 ","['Action', 'Platformer', '3D']",In Stock
.hack//Mutation Part 2,"In part 2 of this episodic, 4-part double-disc masterpiece, your remarkable party members meet up with the characters from .hack//SIGN television series, to support you through your painstaking journey to the truth. What is the developer of ""The World"" hiding? Kite continues his quest, armed with the forbidden abilities of Data Drain and Gate Hacking. Will he be able to save Orca and the other com","85,99 ","['Role-Playing', 'Action RPG']",In Stock
Final Fantasy II Pixel Remaster,"The second game in the series introduces a new world, new characters and something that would become a trademark of the series: innovation.

The story focuses on the conflict between the hostile Empire of Palamecia and the rebel resistance. A small group of heroes is all that stands between the world and ruin.

FINAL FANTASY II demonstrates the developers' willingness to push their boundaries and ","38,99 ","['Role-Playing', 'Japanese-Style']",In Stock
ToeJam & Earl: Back in the Groove,"The iconic ‘90s duo is back in the groove with all-new presents to help them navigate this wack planet ”Earth” and retrieve all the lost pieces to the Rapmaster Rocket. Team up for co-op play to discover secret locations, hidden presents and new friends.","69,99 ","['Action', 'General', 'Platformer', '2D']",In Stock
Transport Fever 2,"The classic transport simulation genre has a new gold standard with Transport Fever 2. Discover a whole new world by navigating transport routes through land, water and air. May progress and prosperity find their way.","74,99 ","['Strategy', 'Management', 'Business / Tycoon']",In Stock
Lock On: Modern Air Combat,"Feel the power of commanding a modern jet fighter. Fly a variety of combat aircraft in the most graphically rich, audio intense game environment ever created for a combat flight simulator. Lock On: Modern Air Combat combines a broad scope of game play that includes engaging missions, an immersive combat environment, and in-your-face action. Choose from eight U.S. and Russian jets that range from t","74,99 ","['Simulation', 'Flight', 'Modern Jet', 'Combat']",In Stock
Mat Hoffman's Pro BMX 2,"Ride with the skills of the undisputed King of BMX and 10-time World Vert Champion, Mat Hoffman or 10 other top pro riders including Mike Escamilla, Kevin Robinson, Simon Tabron Joe Kowalski, Chad Kapy, Rick Thorne, Cory Nastazio, Ruben Alcantara, Seth Kimbrough and Nathan Wessel. Explore 8 enormous free-roaming cities that come to life with helicopters, boats, cars and pedestrians. Full motion vi","79,99 ","['Sports', 'Alternative', 'Biking']",In Stock
TransWorld Surf,"Use the moves that made guys like Taj Burrow, Andy Irons and Shane Dorian famous to pull off massive airs, blazing tailslides and hundreds of other mind-numbing tricks. Drop into over 20 of the world?s sweetest breaks and get hooked on incredibly realistic water! Transport yourself to internationally renowned surf locales including Todos Santos, Hossegor and Tavarua. Surf against your friends in e","69,99 ","['Sports', 'Alternative', 'Surfing']",In Stock
Monster Rancher Advance,"Previous games in the Monster Rancher series may have been grander in size or graphical splendor, but Monster Rancher Advance may be the greatest entry yet for a number of reasons.","78,99 ","['Strategy', 'Breeding/Constructing']",In Stock
The Devil Inside,"The game features you as the star of a live Hollywood television show investigating paranormal activities. Hubert Chardot, author of the Alone In The Dark series, creates the foreboding backdrop for the evening's activities.  [TalonSoft]","62,99 ","['Adventure', 'General']",In Stock
SaGa: Scarlet Grace - Ambitions,"Originally released in Japan in 2016, SaGa SCARLET GRACE lets you pick one of four distinct heroes - each with their own unique storylines. That means you essentially have four RPGs in a single game.

The version that launches in the West as SaGa SCARLET GRACE: AMBITIONS improves things further, with enhanced graphics, character voiceovers, new skills to learn and much more.","69,99 ","['Role-Playing', 'Japanese-Style']",In Stock
Atelier Ayesha Plus: The Alchemist of Dusk,"Atelier Ayesha Plus: The Alchemist of Dusk tells the stpru of Ayesha Altugle, who after the death of her grandfather and the disappearance of her younger sister Nio, lives alone blending healing cures to sell in her workshop. When she sees a vision of Nio appearing near her empty grave, Ayesha, convinced she is still alive begins her search to save her. The enhanced PlayStation Vita version brings","83,99 ","['Console-style RPG', 'Role-Playing', 'Japanese-Style']",In Stock
Super Chariot,"Designed for the Nintendo Switch, Super Chariot is a 2D platform game that can be played through to the end in either solo or co-op mode. You play as either the brave Princess or her faithful fiancé in a subterranean fantasy adventure... Manoeuvre the wheeled coffin of the dead King through 25 levels and 5 colourful environments, trying to ignore the incessant insults of the King's ghost. With ori","78,99 ","['Action', 'Platformer', '2D']",In Stock
Ketzal's Corridors,"Known as ""SpeedThru: Potzol's Puzzle"" in the UK/EU. The game offers a unique gameplay mechanic in an immersive 3D world where your skills of spatial awareness are put to the test across more than 90 stages, three multiplayer modes, and three different lands. The game is themed around a mystic world, where Kaotl, the evil god of destruction is your foe. In an act of malice, Kaotl has stolen the hea","76,99 ","['General', 'Miscellaneous', 'Puzzle', 'Action']",In Stock
Antipole,"Wield your powers of gravity manipulation to fend off a robot invasion. Perform impossible jumps, destroy enemies, and solve puzzles by bending gravity. Explore 20 challenging levels, 2 difficulty settings, and bonus unlockable content.","76,99 ","['Action', 'Platformer', '2D']",In Stock
Elemental Gearbolt,"In a fantastic world divided by class and race, technology from a mysterious source has imbued a young prince with the key to unimaginable power. By means of a Neural Network Computer fueled by the grey matter of unfortunate 'volunteers', he plans to conquer the known world, replacing it with a new order of his design. The only fly in the ointment is disturbing reports of two powerful Elementals s","76,99 ","['Action', 'Shooter', 'Light Gun']",In Stock
Riviera: The Promised Land,"In Riviera: The Promised Land, you'll follow two fierce warriors--each armed with godly weapons--in a mission to defeat demons once and for all. The adventure included lets you experience more than 30 hours of role-playing gameplay, complete with minigames, multiple endings, and secret paths and items. The game's unique item system allows items to function differently depending on which characters","86,99 ","['Role-Playing', 'Console-style RPG']",In Stock
JumpJet Rex,"JumpJet Rex is a punishing, old school 2-Dplatformer where players take control of a Tyrannosaurus Rex with extraterrestrial jump boots to save dino-kind from extinction by a giant asteroid.","70,99 ","['Action', 'Platformer', '2D']",In Stock
Friday the 13th: Killer Puzzle,"Jason is Back in the Goriest. Puzzle Game Ever Made. Become horror icon Jason Voorhees and stalk campers across 150+ levels in the most gruesome puzzle game ever! Solve murderlicious puzzles to rank-up and unlock new weapons and special attacks. Help Jason terrorize victims from the campgrounds of Crystal Lake to the high-rises of Manhattan, from supermax prisons to space stations... and beyond. F","72,99 ","['Puzzle', 'Action']",In Stock
Life is Strange: Episode 4 - Dark Room,"Darkroom follows the antics of series protagonist, Max, as she attempts to uncover the mystery behind the disappearance of Rachel Amber and get to the bottom of the bizarre happenings in Arcadia Bay. With the ‘End of the World’ party on the horizon, time is running out for Max to become the saviour of the town.","86,99 ","['Action Adventure', 'General']",In Stock
Clustertruck,"ClusterTruck is a chaotic physics based truckformer. Jump your way through insane levels in a game of ""the floor is lava"" on top of speeding trucks driven by terrible drivers.","71,99 ","['Action', 'Platformer', '3D']",In Stock
Contra ReBirth,"[WiiWare]  In Contra Rebirth, Chief Salamander and his Neo-Salamander Force travel back to 1973 AD to invade Earth. They land in Central America and take control of the Shizuoka ruins on the Yucatan Peninsula. There, the aliens plan the destruction of all the ""Contra"" on Earth. The Galactic President calls on Lance Bean, a member of the elite ""Contra"" warriors to save the Earth, but his sudden dis","85,99 ","['Action', 'Shooter', 'Platformer', 'Scrolling', '2D', '""Shoot-Em-Up""', 'Horizontal']",In Stock
WarioWare: Get It Together!,"Microgame mayhem comes to the Nintendo Switch™ system. Take on over 200 quick and quirky microgames—lightning-fast minigames filled with frantic fun—solo or with a friend! When his latest harebrained business scheme goes awry, Wario must use his signature style (and smell) to fix it. How? By playing a twisted collection microgames of course! From assembling a robot to pulling out a statue’s armpit","81,99 ","['Miscellaneous', 'Party / Minigame']",In Stock
Harvest Moon: Animal Parade,"In Harvest Moon: Animal Parade, the divine tree which once stood in the middle of the Harvest Goddess' pond is weakening, the creatures are beginning to leave the land, and the five bells have lost their power. The Harvest Goddess believes that only the strength of the Harvest King can help revive the earth and bring the tree back to life. It's up to the player to help the Harvest Sprites ring the","88,99 ","['Strategy', 'Breeding/Constructing', 'General', 'Management', 'Business / Tycoon']",In Stock
Ratchet & Clank Future: Quest for Booty,[Playstation Network]  The swashbuckling action in Ratchet & Clank Future: Quest for Booty begins one year following the intense ending in Ratchet & Clank Future: Tools of Destruction. Ratchet's desperate search for Clank resumes with a bang as he finds himself engulfed in ship-board combat -- only to be cast adrift and washed up on the shores of a remote island on the planet Merdegraw. Our Lombax,"73,99 ","['Action', 'Platformer', '3D']",In Stock
Call of Duty: Modern Warfare - Reflex Edition,"Call of Duty: Modern Warfare - Reflex for Wii arms you with an arsenal of advanced and powerful weaponry and transports you to the most dangerous hotspots around the globe to take on a rogue enemy threatening the world. As both a U.S. Marine and British S.A.S soldier fighting through an unfolding story full of twists and turns, use sophisticated technology, superior firepower, and coordinated land","81,99 ","['Action', 'Shooter', 'First-Person', 'Modern', 'Arcade']",In Stock
Persona 5 Strikers,"The sequel to the international smash-hit Persona 5 (3.2 million copies world-wide) is now available as the series' first action RPG! Featuring an all-new story set up half a year after the events of P5! 

Travel Japan! 
Following the events of P5, the Phantom Thieves of Hearts gather once more during their summer break to solve the mystery behind new change of heart cases that are occurring all o","69,99 ","['Role-Playing', 'Action RPG']",In Stock
Call of Duty: Black Ops II - Uprising,"The most anticipated game of the year and the most ambitious Call of Duty game ever, Call of Duty: Black Ops II is coming to Wii U. Launching this November 18th, Call of Duty: Black Ops II delivers the most groundbreaking and viscerally immersive Call of duty experience yet. Rooted in near-future fiction, the title propels players into a visual landscape in an epic single player campaign highlight","50,99 ","['Action', 'Shooter', 'First-Person', 'Historic', 'Modern', 'Arcade']",In Stock
Miasmata,"Miasmata is a first-person survival/adventure game, developed from the ground-up by brothers Joe and Bob Johnson. You play as Robert Hughes, a plague-stricken scientist on a journey to discover a cure. Your adventure begins on the shores of a remote and mysterious island.","76,99 ","['Adventure', '3D', 'First-Person', 'Sci-Fi']",In Stock
Multiwinia: Survival of the Flattest,"Long ago a computer scientist called Dr Sepulveda created a beautiful digital world existing entirely within a computer network of his own invention. This world was called Darwinia and it was inhabited by a peaceful, law-abiding digital life-form called the Darwinians. As the years wore on however the Darwinians became ever more aggressive and autonomous. They divided into factions, squabbling ove","86,99 ","['Strategy', 'Real-Time', 'Sci-Fi', 'General']",In Stock
The Beginner's Guide,"The Beginner's Guide is a narrative video game from Davey Wreden, the creator of The Stanley Parable. It lasts about an hour and a half and has no traditional mechanics, no goals or objectives. Instead, it tells the story of a person struggling to deal with something they do not understand.","75,99 ","['Adventure', 'General']",In Stock
Pokken Tournament,"(Also known as ""Pokemon Tekken"") Battle Pokémon in all-new, action-packed arena fights. Perform vivid Pokémon moves in all their glory with button combinations through an intuitive fighting system to unleash devastating attacks upon your opponent to become the Pokkén Tournament champion. Learn various fighting styles of Pokémon such as Pikachu, Charizard, Lucario, and more. Any fan will be able to","73,99 ","['Action', 'Fighting', '3D']",In Stock
The Outer Worlds: Murder on Eridanos,"The second and final expansion to the sci-fi role-playing game. The core of Murder on Eridanos is to solve a crime… and murder is just the beginning of what you will find. You will have to interrogate witnesses, learn about potential alibis, and argue who you believe is responsible. This also leads to some entertaining outcomes as it is up to you to decide what to do. Do you falsely accuse an inno","70,99 ","['Role-Playing', 'Western-Style']",In Stock
TENS!,"The ultimate dice puzzle. Combining sudoku-style number puzzles and block-dropping gameplay, the aim of TENS! is simple: place dice on the board, make ‘tens’ in any row or column and clear the board to win. TENS! is a relaxing puzzle game which offers tons of gameplay styles for you to choose from including: an immersive single-player Adventure mode, a local Multiplayer mode where you can challeng","76,99 ","['Puzzle', 'General']",In Stock
Noita,"Noita is a magical action roguelite set in a world where every pixel is physically simulated. Fight, explore, melt, burn, freeze and evaporate your way through the procedurally generated world using spells you've created yourself.","82,99 ","['Adventure', 'General', 'Action Adventure', 'Open-World']",In Stock
Minoria,"Ink and blood stain the streets of Ramezia. Witches must burn and sins must be judged. Venture forth as Sister Semilla to burn down the pillars of heresy in Minoria, an action-platformer by Bombservice, creators of Momodora.","70,99 ","['Action Adventure', 'Adventure', 'General', 'Open-World']",In Stock
Old School Musical,"What has 50 amazing chiptune tracks, a loony story mode, 32 different chicken types to fight, and takes you on a tour of all your favorite retro games? It's Old School Musical of course. Tib and Rob are the heroes of a wacky adventure that will teach them where all of the bugs in our favorite games come from. Have you ever played a rhythm game before? Well, this is like that, but much better. With","76,99 ","['Action', 'Rhythm', 'Music']",In Stock
Chaos;Child,"Discover A Darker Japan - Explore Shibuya in 2015, after an earthquake nearly levelled the city six years prior, and try to outsmart the puppet-master behind this New Generation Madness. Track Down A Serial Killer - Play as Takuru, an arrogant senior and the newspaper club president, and discover the pattern in a series of bizarre deaths around you that the police can't seem to crack.","84,99 ","['Adventure', 'General', 'Visual Novel']",In Stock
Piczle Lines DX,"Draw lines between two numbers to reveal a hidden picture and complete the puzzle. Hundreds of puzzles with free updates. Draw lines to connect pairs of numbers to complete a hidden picture in this feverishly addictive PICture puzZLE game. Connect numbers of the same color, using the same number of blocks as the number. Easy controls lets you draw line after line as you gradually reveal the pictur","76,99 ","['Puzzle', 'Action']",In Stock
Battlefield 1: They Shall Not Pass,NEW MAP: VERDUN HEIGHTS - The opening barrage of the Battle of Verdun created massive forest fires in which players will fight for domination. This is an uphill battle towards the massive fortresses of Verdun. A constant grinding struggle where the artillery never stops. Where the forge and “the Devil’s Anvil” continues to consume even the bravest combatants. NEW MAP: FORT DE VAUX - The first big ,"49,99 ","['Action', 'Shooter', 'First-Person', 'Tactical']",In Stock
ACA NeoGeo: Metal Slug 3,"Marco, Tarma, Eri, and Fio, the four veterans of the elite Sparrows Unit are back in METAL SLUG 3! The popular action shooting series is in its glory, with gorgeous graphics and all the run-and-gun action you can handle. There is no time for indecision. General Morden is on the warpath and you must prevent him from creating the New World Order. Stop the Rebel Army!","77,99 ","['Action', 'Miscellaneous', 'Shooter', 'Compilation', '""Shoot-Em-Up""', 'Horizontal']",In Stock
Call of Duty: Infinite Warfare - Sabotage,"Sabotage, the first DLC pack for Call of Duty: Infinite Warfare, includes the next terrifying Zombies installment: Rave in the Redwoods plus four unique multiplayer environments. Play DLC map packs 30 days early on PS4.","18,99 ","['Action', 'Shooter', 'First-Person', 'Tactical']",In Stock
Werewolves Within,A game of social deduction that brings the fun of game night with friends to virtual reality.,"69,99 ","['Miscellaneous', 'Party / Minigame']",In Stock
Castle In The Darkness,None,"76,99 ","['Action', 'Platformer', '2D']",In Stock
BioShock Infinite: Burial at Sea - Episode One,"Come back to Rapture in a story that finds Booker and Elizabeth on the eve of the underwater city's fall from grace. Developed by Irrational Games, the developer of the original BioShock and BioShock Infinite, this DLC features Rapture as you've never seen it before-a shining jewel at the bottom of the ocean, built almost entirely from scratch in the BioShock Infinite engine. Gameplay has been mod","82,99 ","['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",In Stock
Volgarr the Viking,"Remember when games were tough? Return to the Golden Age of arcades with a hardcore action experience that pulls no punches. Volgarr the Viking features simple controls, high challenge, and meticulous design - combined with hand-made pixel animation, an epic soundtrack, and buckets of blood. Flex your gaming muscles and step into the arena with Volgarr the Viking.","78,99 ","['Action', 'General']",In Stock
Deathsmiles,"Enter the world of Gilverado, a kingdom plagued by hideous monsters and tortured souls. Choose from four angels with unique demonic familiars and battle against a storm of enemies pouring out of Hell’s gates! Fight your way out of tight spots as you are surrounded by enemy units and bullets from both sides of the screen. The unique left/right shooting mechanic of Deathsmiles will keep you on your ","84,99 ","['Action', 'Shooter', 'Scrolling', '""Shoot-Em-Up""', 'Horizontal']",In Stock
Bubble Bobble Plus!,"[WiiWare]  A simple yet exhilarating action game where you control the bubble blowing dragons Bub and Bob, trapping enemies in bubbles and then popping them. You can play all 100 of the Standard Mode rounds, which faithfully recreate the nostalgic arcade game, or try 100 new Arrange Mode rounds, which allow up to four players to play on stages with exciting new features such as new enemies and sta","57,99 ","['Action', 'Platformer', '2D']",In Stock
Chessmaster LIVE,[Xbox Live Arcade]  Enjoy playing as a real strategist with the Xbox Live version of the most-acclaimed chess franchise. Chessmaster Live allows you to challenge friends and players all over the world in thrilling contests and determine who's the real champ. Choose among several 3-D (or 2-D) sets and play against virtual characters or real opponents over Xbox Live. Solve puzzles and discover excit,"69,99 ","['Miscellaneous', 'Board Games', 'Board / Card Game']",In Stock
MVP 07 NCAA Baseball,"EA continues to innovate on its gameplay engine by introducing Rock and Fire Pitching, a pitching mechanic that will forever change the way you deliver that blistering pitch past the batter. Rock and Fire pitching gives you ultimate control and increased feel to more realistically emulate the real life presence of stepping onto the mound, winding up and delivering the ultimate pitch. ESPN announce","84,99 ","['Sports', 'Traditional', 'Baseball', 'Sim']",In Stock
Dominions II: The Ascension Wars,"Too long have you been confined to this mortal realm. Too long have you been denied what should rightfully be yours. Are you not a god? Should you not be the One True God of this miserable dirtball? Yet there are others that dare challenge your authority. Pretenders to the throne, with their false priests and prophets. These miserable creatures that have the audacity to impugn your rightful place ","72,99 ","['Strategy', 'Turn-Based', 'Fantasy', 'General']",In Stock
Spyro 2: Season of Flame,"Magic fireflies are the source of fiery dragon breath, and someone has stolen them all! Spyro and his friends must capture all the fireflies and stop Ripto from activating a sleeping volcano and destroying the Dragon Realms!","71,99 ","['Action', 'Platformer', '2D']",In Stock
Harvest Moon: Save the Homeland,"Perhaps best described as a ""Life Simulation,"" Save the Homeland's object is to successfully save the village from being turned into a resort. Construction begins in a year, so you must find a way to save your homeland before that. The game features nine possible successful endings.  [Natsume]","86,99 ","['Strategy', 'Breeding/Constructing']",In Stock
Boxing Fever,"BOXING FEVER is the ultimate fighting challenge for the Nintendo Game Boy Advance system. Take on over eight of the fastest, strongest, and most brutal boxers from all over the world, or challenge your friends in a head to head knock down battle to prove who's the biggest, baddest boxer of all time.","76,99 ","['Sports', 'Traditional', 'Boxing']",In Stock
Sega Bass Fishing 2,"Sega Bass Fishing 2 totally redefines the virtual fishing experience with realistic lakes and life-like ecologies. Watch out-the fish are even smarter this time around! Even with over 100 lures and the freedom to cast anywhere, you'll need every ounce of skill that you have if you want to fill your boat.","83,99 ","['Sports', 'Nature', 'Fishing']",In Stock
Toy Story Racer,"It's no Crash Team Racing, but Toy Story Racer provides plenty of challenge for young and old alike.","83,99 ","['Driving', 'Racing', 'Kart']",In Stock
Star Wars Episode I: Jedi Power Battles,"Take back the Theed palace in fast and furious lightsaber assaults. You will have the power of the Force and your trusty Jedi saber as you ward off legions of battle droids, destroyer droids, assassins and other creatures from the Star Wars: Episode I worlds.","81,99 ","['Action', '""Beat-Em-Up""']",In Stock
Star Trek: Invasion,"Stardate 54101.02
It's the 24th Century: Borg vessels are rapidly approaching near space, Romulans are suddenly attacking Federation vessels and a respected Starfleet Captian has turned renagade, taking his ship with him! As a hotshot pilot in the elite Red Squad tactical strike force, under the command of Lt. Commander Worf, you must uncover the plot behind this deadly pattern of events and fight","76,99 ","['Simulation', 'Sci-Fi', 'Small Spaceship']",In Stock
Twisted Metal,"With four factions battling for control, players step into the combat boots of a twisted disciple in a high octane, highly destructible world. Players fight for the prize of one wish fulfilled by the stylishly evil Calypso, the mastermind behind the Twisted Metal tournament. Disciples strategically dismantle opponents in vehicles loaded with weapons of Twisted destruction.","79,99 ","['Simulation', 'Driving', 'Car Combat', 'Vehicle', 'Combat']",In Stock
WindJammers,"A dazzling new game combining the thrills of tennis, the dangers of the discus, and the heart-stopping competition of competition sports. Six of the world's toughest and most clever athletes take court in the most thrilling new sport of the fin-de-seicle! WINDJAMMERS - It will blow you away!","68,99 ","['Sports', 'Individual', 'Other']",In Stock
Super Mario Party,"The party comes to Nintendo Switch in this complete refresh of the Mario Party series. The Mario Party series is coming to the Nintendo Switch system with super-charged fun for everyone. The original board game style has been kicked up a notch with deeper strategic elements, like specifc Dice Blocks for each character. The game also introduces all-new ways to play, including Joy-Con controller ena","71,99 ","['Miscellaneous', 'Party / Minigame']",In Stock
Mario & Luigi: Paper Jam,"Paper Mario jumps out of a book and into the bizarre adventures of Mario & Luigi, resulting in hijinks. Become the superstar team of Mario, Luigi and Paper Mario to take on quests, take down enemies, and untangle these two unique universes in this playful new entry in the Mario & Luigi series.","74,99 ","['Role-Playing', 'Japanese-Style']",In Stock
Divinity: Dragon Commander,"Set in the time when both magic and technology were at their peak in the Divinity universe, Dragon Commander tells the story of a young dragon knight who fights for the survival of Rivellon when his father, the king, is brutally murdered for opposing the teachings of a new religion. Six nations - the elves, the dwarves, the imps, the undead, the lizards and the humans - must set aside their differ","71,99 ","['Role-Playing', 'Action RPG']",In Stock
Penny Arcade Adventures: Episode One,"[Xbox Live Arcade]  This first installment of the episodic role-playing adventure game series is set in the highly stylized 1920s universe of New Arcadia filled with bizarre characters, outrageous combat, and adult humor. Create and develop your very own character to participate in the adventure. Penny Arcade Adventures keeps the fun going with new material released regularly, with pick up and pla","76,99 ","['Adventure', 'General']",In Stock
Sushi Striker: The Way of Sushido,"Help Musashi end the Empire's tyrannical monopoly of the world's sushi supply by becoming a Sushi Striker! Devour conveyor-belt sushi, matching plates and sushi types to defeat any enemy or boss who stands between you and victory. Befriend Sushi Sprites and use their powerful skills in battle. Deliciously strategic action-RPG-puzzle battles await!","77,99 ","['Puzzle', 'Matching']",In Stock
Donkey Konga,"Join Donkey and Diddy Kong as they drum their way through both old and new hits. With the new DK Bongo drum controller, you can drum and clap through this musical adventure. The game features songs that range from kids' medleys to classical and pop music. Connect up to four DK Bongo controllers for single-player jam sessions or multiplayer matches. Only you can help Donkey and Diddy realize their ","79,99 ","['Miscellaneous', 'Rhythm', 'Music']",In Stock
Zuma's Revenge!,"In Zuma the player takes the role of a fearless ball-shooting frog, exploring ancient temples and ruins.","70,99 ","['Miscellaneous', 'Puzzle', 'Action']",In Stock
MLB 12: The Show,"MLB 12 The Show builds on what has been delivered in previous franchise releases, adding compelling features that bring unparalleled innovation.","77,99 ","['Sports', 'Traditional', 'Team', 'Baseball', 'Sim']",In Stock
The Denpa Men 2: Beyond the Waves,"The Denpa Men are mysterious little creatures that float around radio waves. They all have their own territory. You can't see them with the naked eye, but you can use your 3DS to find them and catch them.

In this RPG, you can form a team of the Denpa Men you caught and take them on an exciting adventure across the world, in order to save the hero's family. Many wonders and strong enemies await yo","64,99 ","['Role-Playing', 'General']",In Stock
Rush for Berlin,"From the creators of ""Codename: Panzers"", Rush for Berlin is a tactical real time strategy game, set on the European battlefields of World War II, during 1944-45. The player’s goal; to capture the German capital, as either the British/US/French alliance or the Red army of the Soviet Union. The act symbolizes the total defeat of the Third Reich and means the end of the war on the European continent","75,99 ","['Strategy', 'Real-Time', 'Historic', 'General']",In Stock
Masquerada: Songs and Shadows,Masquerada is a single-player tactical RPG adventure where real-time combat can be paused for tactics with Venetian-styled masks that grant deadly magic.,"76,99 ","['Strategy', 'Turn-Based', 'Tactics']",In Stock
Tales From Space: About a Blob,"Tales from Space: About a Blob is a game about a race of alien blobs that land on an Earth-like planet and start eating everything around them. Eating is just what Blobs do - they can't really help themselves. Although the Blobs aren't really out to hurt anyone, mistrustful humans greet them with hostility.","76,99 ","['Action', 'Platformer', '2D']",In Stock
